customer_id,gender,is_female,is_senior_citizen,partner,dependents,partner_dependents,phone_service,has_phone,internet_service,has_internet,has_phone_and_internet,contract_type,payment_type,monthly_charges,total_charges,churn,has_churned,tenure,start_date,avg_monthly_charges,contract_type,phone_service,internet_service,service_type
0428-IKYCP,Female,TRUE,1,No,No,0,1,TRUE,2,TRUE,TRUE,0,Electronic check,$74.70,"$1,294.60",No,FALSE,17,2020-02-24,$76.15,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0430-IHCDJ,Male,FALSE,0,Yes,No,1,1,TRUE,1,TRUE,TRUE,2,Credit card (automatic),$60.15,"$3,753.20",No,FALSE,62,2016-05-27,$60.54,2 Year,One Line,DSL,phone_and_internet
0431-APWVY,Female,TRUE,0,No,No,0,2,TRUE,1,TRUE,TRUE,1,Electronic check,$80.55,"$3,263.90",No,FALSE,40,2018-03-27,$81.60,1 Year,Two or More Lines,DSL,phone_and_internet
0432-CAJZV,Female,TRUE,0,No,No,0,2,TRUE,1,TRUE,TRUE,0,Mailed check,$50.15,"$2,139.10",No,FALSE,42,2018-01-25,$50.93,Month-to-Month,Two or More Lines,DSL,phone_and_internet
0434-CSFON,Female,TRUE,0,No,No,0,1,TRUE,2,TRUE,TRUE,1,Credit card (automatic),$94.45,"$5,042.75",No,FALSE,53,2017-02-24,$95.15,1 Year,One Line,Fiber Optic,phone_and_internet
0436-TWFFZ,Male,FALSE,0,Yes,No,1,1,TRUE,0,FALSE,FALSE,2,Mailed check,$20.05,"$1,036.00",No,FALSE,51,2017-04-26,$20.31,2 Year,One Line,No Internet Service,phone_only
0439-IFYUN,Female,TRUE,1,Yes,No,1,2,TRUE,2,TRUE,TRUE,1,Bank transfer (automatic),$115.60,"$6,431.05",No,FALSE,55,2016-12-26,$116.93,1 Year,Two or More Lines,Fiber Optic,phone_and_internet
0440-EKDCF,Female,TRUE,0,Yes,No,1,0,FALSE,1,TRUE,FALSE,0,Bank transfer (automatic),$45.30,"$2,145.00",Yes,TRUE,47,2017-08-26,$45.64,Month-to-Month,No Phone Service,DSL,internet_only
0440-MOGPM,Male,FALSE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Bank transfer (automatic),$99.65,"$2,404.85",No,FALSE,24,2019-07-27,$100.20,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0440-QEXBZ,Male,FALSE,0,No,No,0,1,TRUE,2,TRUE,TRUE,2,Bank transfer (automatic),$80.60,"$2,651.10",No,FALSE,32,2018-11-25,$82.85,2 Year,One Line,Fiber Optic,phone_and_internet
0440-UEDAI,Male,FALSE,0,Yes,No,1,2,TRUE,1,TRUE,TRUE,2,Electronic check,$85.25,"$5,538.35",No,FALSE,64,2016-03-27,$86.54,2 Year,Two or More Lines,DSL,phone_and_internet
0442-TDYUO,Female,TRUE,0,Yes,Yes,3,1,TRUE,2,TRUE,TRUE,0,Electronic check,$69.55,$200.20,No,FALSE,2,2021-05-26,$100.10,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0442-ZXKVS,Female,TRUE,0,No,No,0,0,FALSE,1,TRUE,FALSE,2,Mailed check,$35.40,$450.40,No,FALSE,12,2020-07-26,$37.53,2 Year,No Phone Service,DSL,internet_only
0447-BEMNG,Male,FALSE,0,Yes,Yes,3,2,TRUE,1,TRUE,TRUE,2,Credit card (automatic),$83.50,"$5,435.00",No,FALSE,65,2016-02-25,$83.62,2 Year,Two or More Lines,DSL,phone_and_internet
0447-RXSGD,Female,TRUE,0,Yes,Yes,3,1,TRUE,2,TRUE,TRUE,0,Electronic check,$83.80,"$1,900.25",Yes,TRUE,22,2019-09-25,$86.38,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0454-OKRCT,Male,FALSE,0,No,Yes,2,2,TRUE,0,FALSE,FALSE,2,Credit card (automatic),$25.60,"$1,334.50",No,FALSE,52,2017-03-27,$25.66,2 Year,Two or More Lines,No Internet Service,phone_only
0455-ENTCR,Male,FALSE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Credit card (automatic),$20.75,$67.10,No,FALSE,3,2021-04-25,$22.37,Month-to-Month,One Line,No Internet Service,phone_only
0455-XFASS,Male,FALSE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Bank transfer (automatic),$56.75,$503.25,No,FALSE,8,2020-11-24,$62.91,Month-to-Month,One Line,DSL,phone_and_internet
0458-HEUZG,Female,TRUE,0,Yes,Yes,3,1,TRUE,0,FALSE,FALSE,2,Bank transfer (automatic),$20.10,"$1,460.85",No,FALSE,72,2015-07-28,$20.29,2 Year,One Line,No Internet Service,phone_only
0459-SPZHJ,Male,FALSE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Credit card (automatic),$98.80,"$2,807.10",No,FALSE,28,2019-03-27,$100.25,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0461-CVKMU,Female,TRUE,1,Yes,No,1,2,TRUE,2,TRUE,TRUE,1,Electronic check,$104.85,"$6,312.90",No,FALSE,60,2016-07-27,$105.22,1 Year,Two or More Lines,Fiber Optic,phone_and_internet
0463-TXOAK,Male,FALSE,0,Yes,No,1,2,TRUE,1,TRUE,TRUE,1,Electronic check,$73.00,"$3,001.20",Yes,TRUE,41,2018-02-24,$73.20,1 Year,Two or More Lines,DSL,phone_and_internet
0463-WZZKO,Male,FALSE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Electronic check,$77.85,"$3,365.85",Yes,TRUE,43,2017-12-26,$78.28,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0463-ZSDNT,Female,TRUE,0,No,Yes,2,1,TRUE,2,TRUE,TRUE,2,Electronic check,$105.45,"$2,715.30",No,FALSE,25,2019-06-26,$108.61,2 Year,One Line,Fiber Optic,phone_and_internet
0464-WJTKO,Female,TRUE,0,Yes,No,1,1,TRUE,2,TRUE,TRUE,0,Electronic check,$96.80,"$1,743.05",No,FALSE,18,2020-01-25,$96.84,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0468-YRPXN,Female,TRUE,0,Yes,Yes,3,2,TRUE,0,FALSE,FALSE,2,Credit card (automatic),$24.25,"$1,784.50",No,FALSE,73,2015-06-27,$24.45,2 Year,Two or More Lines,No Internet Service,phone_only
0471-ARVMX,Female,TRUE,1,No,No,0,2,TRUE,2,TRUE,TRUE,1,Bank transfer (automatic),$102.15,"$4,735.35",No,FALSE,46,2017-09-25,$102.94,1 Year,Two or More Lines,Fiber Optic,phone_and_internet
0471-LVHGK,Male,FALSE,0,No,No,0,1,TRUE,1,TRUE,TRUE,1,Bank transfer (automatic),$64.85,"$2,010.95",No,FALSE,31,2018-12-26,$64.87,1 Year,One Line,DSL,phone_and_internet
0475-RIJEP,Male,FALSE,0,No,No,0,2,TRUE,0,FALSE,FALSE,0,Bank transfer (automatic),$25.25,$996.45,No,FALSE,39,2018-04-26,$25.55,Month-to-Month,Two or More Lines,No Internet Service,phone_only
0479-HMSWA,Male,FALSE,0,Yes,Yes,3,2,TRUE,0,FALSE,FALSE,2,Credit card (automatic),$24.75,"$1,715.10",No,FALSE,69,2015-10-27,$24.86,2 Year,Two or More Lines,No Internet Service,phone_only
0480-BIXDE,Male,FALSE,0,Yes,No,1,2,TRUE,2,TRUE,TRUE,0,Electronic check,$96.75,"$5,238.90",Yes,TRUE,54,2017-01-25,$97.02,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0480-KYJVA,Male,FALSE,0,Yes,Yes,3,1,TRUE,0,FALSE,FALSE,2,Mailed check,$19.65,$225.75,No,FALSE,11,2020-08-25,$20.52,2 Year,One Line,No Internet Service,phone_only
0481-SUMCB,Female,TRUE,0,No,No,0,1,TRUE,1,TRUE,TRUE,2,Bank transfer (automatic),$74.45,"$3,721.90",No,FALSE,49,2017-06-26,$75.96,2 Year,One Line,DSL,phone_and_internet
0484-FFVBJ,Male,FALSE,0,Yes,No,1,2,TRUE,2,TRUE,TRUE,0,Bank transfer (automatic),$99.40,"$5,943.65",No,FALSE,59,2016-08-26,$100.74,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0484-JPBRU,Male,FALSE,0,Yes,Yes,3,1,TRUE,0,FALSE,FALSE,0,Mailed check,$19.15,$477.60,No,FALSE,24,2019-07-27,$19.90,Month-to-Month,One Line,No Internet Service,phone_only
0485-ZBSLN,Female,TRUE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Electronic check,$69.50,$69.50,Yes,TRUE,1,2021-06-25,$69.50,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0486-HECZI,Female,TRUE,0,No,Yes,2,1,TRUE,1,TRUE,TRUE,1,Electronic check,$49.45,"$1,119.35",No,FALSE,22,2019-09-25,$50.88,1 Year,One Line,DSL,phone_and_internet
0486-LGCCH,Male,FALSE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Electronic check,$73.70,"$1,558.70",No,FALSE,21,2019-10-26,$74.22,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0487-CRLZF,Female,TRUE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Electronic check,$79.70,$79.70,Yes,TRUE,1,2021-06-25,$79.70,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0487-RPVUM,Male,FALSE,1,Yes,No,1,2,TRUE,2,TRUE,TRUE,0,Bank transfer (automatic),$79.90,$343.95,Yes,TRUE,4,2021-03-26,$85.99,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0487-VVUVK,Male,FALSE,0,Yes,No,1,1,TRUE,1,TRUE,TRUE,1,Bank transfer (automatic),$74.40,"$1,712.90",No,FALSE,23,2019-08-26,$74.47,1 Year,One Line,DSL,phone_and_internet
0488-GSLFR,Female,TRUE,1,No,No,0,2,TRUE,2,TRUE,TRUE,0,Credit card (automatic),$88.30,"$2,467.75",Yes,TRUE,27,2019-04-26,$91.40,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0489-WMEMG,Female,TRUE,0,Yes,No,1,1,TRUE,0,FALSE,FALSE,2,Bank transfer (automatic),$19.80,"$1,397.65",No,FALSE,70,2015-09-26,$19.97,2 Year,One Line,No Internet Service,phone_only
0491-KAPQG,Female,TRUE,1,No,No,0,1,TRUE,2,TRUE,TRUE,0,Credit card (automatic),$75.55,$349.65,Yes,TRUE,4,2021-03-26,$87.41,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0495-RVCBF,Male,FALSE,0,Yes,Yes,3,1,TRUE,0,FALSE,FALSE,2,Mailed check,$20.20,$917.45,No,FALSE,45,2017-10-26,$20.39,2 Year,One Line,No Internet Service,phone_only
0495-ZBNGW,Female,TRUE,0,Yes,Yes,3,1,TRUE,2,TRUE,TRUE,0,Electronic check,$71.65,$135.75,No,FALSE,1,2021-06-25,$135.75,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0496-AHOOK,Female,TRUE,0,Yes,Yes,3,1,TRUE,0,FALSE,FALSE,2,Bank transfer (automatic),$20.10,"$1,087.70",No,FALSE,54,2017-01-25,$20.14,2 Year,One Line,No Internet Service,phone_only
0504-HHAPI,Female,TRUE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Mailed check,$71.10,$71.10,Yes,TRUE,1,2021-06-25,$71.10,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0505-SPOOW,Female,TRUE,1,Yes,No,1,2,TRUE,2,TRUE,TRUE,1,Credit card (automatic),$100.50,"$6,029.00",No,FALSE,59,2016-08-26,$102.19,1 Year,Two or More Lines,Fiber Optic,phone_and_internet
0506-LVNGN,Male,FALSE,0,Yes,Yes,3,2,TRUE,1,TRUE,TRUE,2,Credit card (automatic),$62.80,"$2,278.75",No,FALSE,36,2018-07-27,$63.30,2 Year,Two or More Lines,DSL,phone_and_internet
0506-YLVKJ,Male,FALSE,0,No,Yes,2,1,TRUE,2,TRUE,TRUE,0,Mailed check,$70.45,$70.45,Yes,TRUE,1,2021-06-25,$70.45,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0508-OOLTO,Male,FALSE,0,Yes,Yes,3,1,TRUE,2,TRUE,TRUE,1,Bank transfer (automatic),$100.35,"$2,799.00",No,FALSE,27,2019-04-26,$103.67,1 Year,One Line,Fiber Optic,phone_and_internet
0508-SQWPL,Female,TRUE,1,No,No,0,1,TRUE,0,FALSE,FALSE,0,Mailed check,$20.30,$459.95,No,FALSE,22,2019-09-25,$20.91,Month-to-Month,One Line,No Internet Service,phone_only
0511-JTEOY,Female,TRUE,0,No,No,0,2,TRUE,2,TRUE,TRUE,1,Electronic check,$92.05,"$5,755.80",No,FALSE,62,2016-05-27,$92.84,1 Year,Two or More Lines,Fiber Optic,phone_and_internet
0512-FLFDW,Female,TRUE,0,No,Yes,2,1,TRUE,0,FALSE,FALSE,1,Bank transfer (automatic),$20.15,$390.85,Yes,TRUE,19,2019-12-26,$20.57,1 Year,One Line,No Internet Service,phone_only
0513-RBGPE,Female,TRUE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Electronic check,$54.20,$308.25,Yes,TRUE,5,2021-02-23,$61.65,Month-to-Month,One Line,DSL,phone_and_internet
0515-YPMCW,Female,TRUE,0,Yes,Yes,3,1,TRUE,0,FALSE,FALSE,0,Mailed check,$20.35,$442.60,No,FALSE,21,2019-10-26,$21.08,Month-to-Month,One Line,No Internet Service,phone_only
0516-OOHAR,Female,TRUE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Mailed check,$70.75,$70.75,Yes,TRUE,1,2021-06-25,$70.75,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0516-QREYC,Male,FALSE,0,No,No,0,1,TRUE,2,TRUE,TRUE,1,Bank transfer (automatic),$102.35,"$3,626.10",Yes,TRUE,35,2018-08-26,$103.60,1 Year,One Line,Fiber Optic,phone_and_internet
0516-UXRMT,Female,TRUE,1,No,No,0,0,FALSE,1,TRUE,FALSE,0,Electronic check,$50.50,"$2,566.30",No,FALSE,50,2017-05-27,$51.33,Month-to-Month,No Phone Service,DSL,internet_only
0516-VRYBW,Female,TRUE,0,Yes,No,1,2,TRUE,2,TRUE,TRUE,0,Electronic check,$85.00,"$2,624.25",Yes,TRUE,30,2019-01-25,$87.48,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0516-WJVXC,Male,FALSE,0,Yes,No,1,0,FALSE,1,TRUE,FALSE,2,Bank transfer (automatic),$42.10,"$2,962.00",No,FALSE,70,2015-09-26,$42.31,2 Year,No Phone Service,DSL,internet_only
0519-DRGTI,Male,FALSE,1,No,No,0,2,TRUE,2,TRUE,TRUE,0,Electronic check,$75.65,"$1,146.65",Yes,TRUE,15,2020-04-25,$76.44,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0519-XUZJU,Male,FALSE,0,No,Yes,2,2,TRUE,2,TRUE,TRUE,2,Electronic check,$114.60,"$7,882.50",No,FALSE,68,2015-11-26,$115.92,2 Year,Two or More Lines,Fiber Optic,phone_and_internet
0520-FDVVT,Male,FALSE,0,No,Yes,2,2,TRUE,1,TRUE,TRUE,2,Bank transfer (automatic),$65.70,"$4,378.90",No,FALSE,66,2016-01-26,$66.35,2 Year,Two or More Lines,DSL,phone_and_internet
0523-VNGTF,Male,FALSE,1,Yes,No,1,2,TRUE,2,TRUE,TRUE,0,Electronic check,$74.00,"$4,052.40",No,FALSE,54,2017-01-25,$75.04,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0524-IAVZO,Female,TRUE,1,Yes,No,1,2,TRUE,2,TRUE,TRUE,0,Electronic check,$85.45,"$4,874.70",Yes,TRUE,57,2016-10-26,$85.52,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0526-SXDJP,Male,FALSE,1,Yes,No,1,2,TRUE,1,TRUE,TRUE,1,Credit card (automatic),$71.10,"$4,140.10",No,FALSE,58,2016-09-25,$71.38,1 Year,Two or More Lines,DSL,phone_and_internet
0529-ONKER,Female,TRUE,0,Yes,No,1,2,TRUE,2,TRUE,TRUE,2,Electronic check,$109.55,"$8,165.10",No,FALSE,74,2015-05-28,$110.34,2 Year,Two or More Lines,Fiber Optic,phone_and_internet
0530-IJVDB,Female,TRUE,0,Yes,No,1,1,TRUE,0,FALSE,FALSE,0,Mailed check,$20.50,$563.05,No,FALSE,27,2019-04-26,$20.85,Month-to-Month,One Line,No Internet Service,phone_only
0531-XBKMM,Male,FALSE,0,Yes,No,1,1,TRUE,1,TRUE,TRUE,2,Bank transfer (automatic),$74.55,"$4,191.45",No,FALSE,56,2016-11-25,$74.85,2 Year,One Line,DSL,phone_and_internet
0531-ZZJWQ,Male,FALSE,1,Yes,Yes,3,2,TRUE,2,TRUE,TRUE,0,Electronic check,$79.85,"$1,857.75",No,FALSE,23,2019-08-26,$80.77,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0533-BNWKF,Female,TRUE,0,Yes,No,1,1,TRUE,1,TRUE,TRUE,0,Mailed check,$62.15,$113.10,No,FALSE,1,2021-06-25,$113.10,Month-to-Month,One Line,DSL,phone_and_internet
0533-UCAAU,Male,FALSE,0,No,Yes,2,1,TRUE,0,FALSE,FALSE,0,Credit card (automatic),$21.05,$235.80,No,FALSE,11,2020-08-25,$21.44,Month-to-Month,One Line,No Internet Service,phone_only
0536-ACXIP,Male,FALSE,1,No,No,0,2,TRUE,2,TRUE,TRUE,1,Bank transfer (automatic),$79.60,"$3,974.70",No,FALSE,49,2017-06-26,$81.12,1 Year,Two or More Lines,Fiber Optic,phone_and_internet
0536-BGFMZ,Male,FALSE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Mailed check,$73.35,$931.55,No,FALSE,12,2020-07-26,$77.63,Month-to-Month,One Line,DSL,phone_and_internet
0536-ESJEP,Male,FALSE,0,No,No,0,1,TRUE,1,TRUE,TRUE,2,Bank transfer (automatic),$70.10,"$4,048.95",No,FALSE,57,2016-10-26,$71.03,2 Year,One Line,DSL,phone_and_internet
0537-QYZZN,Female,TRUE,0,Yes,Yes,3,1,TRUE,1,TRUE,TRUE,1,Credit card (automatic),$54.40,$957.10,No,FALSE,17,2020-02-24,$56.30,1 Year,One Line,DSL,phone_and_internet
0541-FITGH,Female,TRUE,0,Yes,No,1,1,TRUE,0,FALSE,FALSE,2,Mailed check,$19.55,$521.80,No,FALSE,26,2019-05-27,$20.07,2 Year,One Line,No Internet Service,phone_only
0547-HURJB,Female,TRUE,0,Yes,Yes,3,2,TRUE,1,TRUE,TRUE,2,Mailed check,$74.55,"$5,430.65",No,FALSE,72,2015-07-28,$75.43,2 Year,Two or More Lines,DSL,phone_and_internet
0549-CYCQN,Male,FALSE,0,Yes,Yes,3,2,TRUE,0,FALSE,FALSE,2,Credit card (automatic),$23.90,"$1,626.40",No,FALSE,68,2015-11-26,$23.92,2 Year,Two or More Lines,No Internet Service,phone_only
0550-DCXLH,Female,TRUE,0,No,No,0,0,FALSE,1,TRUE,FALSE,2,Bank transfer (automatic),$44.60,"$3,058.15",No,FALSE,68,2015-11-26,$44.97,2 Year,No Phone Service,DSL,internet_only
0556-FJEGU,Male,FALSE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Electronic check,$95.50,$829.10,Yes,TRUE,8,2020-11-24,$103.64,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0557-ASKVU,Female,TRUE,0,Yes,Yes,3,2,TRUE,2,TRUE,TRUE,0,Bank transfer (automatic),$95.50,"$1,916.20",No,FALSE,20,2019-11-25,$95.81,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0559-CKHUS,Male,FALSE,0,No,No,0,2,TRUE,1,TRUE,TRUE,1,Credit card (automatic),$78.60,"$5,356.45",Yes,TRUE,68,2015-11-26,$78.77,1 Year,Two or More Lines,DSL,phone_and_internet
0562-FGDCR,Male,FALSE,0,No,No,0,2,TRUE,2,TRUE,TRUE,1,Credit card (automatic),$104.50,"$6,590.80",No,FALSE,63,2016-04-26,$104.62,1 Year,Two or More Lines,Fiber Optic,phone_and_internet
0562-HKHML,Female,TRUE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Electronic check,$61.40,$438.90,No,FALSE,7,2020-12-25,$62.70,Month-to-Month,One Line,DSL,phone_and_internet
0562-KBDVM,Female,TRUE,0,Yes,Yes,3,0,FALSE,1,TRUE,FALSE,2,Credit card (automatic),$43.95,"$2,960.10",No,FALSE,67,2015-12-27,$44.18,2 Year,No Phone Service,DSL,internet_only
0564-JJHGS,Male,FALSE,0,Yes,Yes,3,2,TRUE,0,FALSE,FALSE,0,Bank transfer (automatic),$25.90,$135.00,Yes,TRUE,5,2021-02-23,$27.00,Month-to-Month,Two or More Lines,No Internet Service,phone_only
0564-MUUQK,Female,TRUE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Electronic check,$80.55,$653.90,No,FALSE,8,2020-11-24,$81.74,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0565-IYCGT,Female,TRUE,0,Yes,Yes,3,2,TRUE,2,TRUE,TRUE,2,Mailed check,$99.65,"$4,630.20",No,FALSE,46,2017-09-25,$100.66,2 Year,Two or More Lines,Fiber Optic,phone_and_internet
0565-JUPYD,Male,FALSE,1,Yes,No,1,1,TRUE,2,TRUE,TRUE,1,Electronic check,$97.95,"$5,867.00",No,FALSE,59,2016-08-26,$99.44,1 Year,One Line,Fiber Optic,phone_and_internet
0567-GGCAC,Male,FALSE,1,Yes,No,1,2,TRUE,2,TRUE,TRUE,0,Electronic check,$95.55,"$2,510.20",Yes,TRUE,26,2019-05-27,$96.55,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0567-XRHCU,Female,TRUE,0,Yes,No,1,2,TRUE,2,TRUE,TRUE,0,Electronic check,$90.70,"$1,374.90",No,FALSE,15,2020-04-25,$91.66,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0568-ONFPC,Female,TRUE,0,Yes,Yes,3,1,TRUE,2,TRUE,TRUE,0,Electronic check,$83.30,"$1,845.90",Yes,TRUE,22,2019-09-25,$83.90,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0570-BFQHT,Female,TRUE,0,Yes,Yes,3,2,TRUE,2,TRUE,TRUE,1,Bank transfer (automatic),$101.60,"$3,930.55",No,FALSE,38,2018-05-27,$103.44,1 Year,Two or More Lines,Fiber Optic,phone_and_internet
0572-ZJKLT,Female,TRUE,1,No,No,0,1,TRUE,2,TRUE,TRUE,0,Electronic check,$72.75,$317.75,No,FALSE,4,2021-03-26,$79.44,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0575-CUQOV,Female,TRUE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Credit card (automatic),$88.95,"$2,072.75",No,FALSE,23,2019-08-26,$90.12,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0576-WNXXC,Female,TRUE,0,No,No,0,1,TRUE,0,FALSE,FALSE,2,Mailed check,$20.30,$743.05,No,FALSE,36,2018-07-27,$20.64,2 Year,One Line,No Internet Service,phone_only
0577-WHMEV,Female,TRUE,0,No,No,0,2,TRUE,1,TRUE,TRUE,0,Bank transfer (automatic),$78.35,"$1,837.90",No,FALSE,23,2019-08-26,$79.91,Month-to-Month,Two or More Lines,DSL,phone_and_internet
0578-SKVMF,Male,FALSE,0,Yes,No,1,1,TRUE,2,TRUE,TRUE,0,Electronic check,$80.00,"$3,168.75",No,FALSE,39,2018-04-26,$81.25,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0580-PIQHM,Female,TRUE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Electronic check,$49.85,$365.55,Yes,TRUE,7,2020-12-25,$52.22,Month-to-Month,One Line,DSL,phone_and_internet
0581-BXBUB,Male,FALSE,0,Yes,Yes,3,1,TRUE,0,FALSE,FALSE,0,Mailed check,$19.85,$252.00,No,FALSE,12,2020-07-26,$21.00,Month-to-Month,One Line,No Internet Service,phone_only
0581-MDMPW,Male,FALSE,0,Yes,Yes,3,2,TRUE,2,TRUE,TRUE,0,Electronic check,$91.80,"$5,960.50",No,FALSE,64,2016-03-27,$93.13,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0582-AVCLN,Female,TRUE,0,Yes,Yes,3,1,TRUE,2,TRUE,TRUE,0,Electronic check,$100.15,"$6,283.30",Yes,TRUE,62,2016-05-27,$101.34,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0584-BJQGZ,Female,TRUE,0,Yes,No,1,1,TRUE,2,TRUE,TRUE,0,Bank transfer (automatic),$69.80,"$1,540.35",No,FALSE,22,2019-09-25,$70.02,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0585-EGDDA,Male,FALSE,0,Yes,No,1,0,FALSE,1,TRUE,FALSE,0,Electronic check,$46.35,$667.70,Yes,TRUE,14,2020-05-26,$47.69,Month-to-Month,No Phone Service,DSL,internet_only
0587-DMGBH,Female,TRUE,0,No,No,0,1,TRUE,1,TRUE,TRUE,2,Mailed check,$69.75,"$3,894.40",No,FALSE,55,2016-12-26,$70.81,2 Year,One Line,DSL,phone_and_internet
0594-UFTUL,Male,FALSE,0,No,Yes,2,1,TRUE,1,TRUE,TRUE,0,Mailed check,$69.85,$837.50,No,FALSE,11,2020-08-25,$76.14,Month-to-Month,One Line,DSL,phone_and_internet
0595-ITUDF,Female,TRUE,0,Yes,Yes,3,2,TRUE,0,FALSE,FALSE,2,Mailed check,$25.45,"$1,534.05",No,FALSE,60,2016-07-27,$25.57,2 Year,Two or More Lines,No Internet Service,phone_only
0596-BQCEQ,Female,TRUE,0,Yes,Yes,3,1,TRUE,1,TRUE,TRUE,2,Credit card (automatic),$75.95,"$4,542.35",No,FALSE,59,2016-08-26,$76.99,2 Year,One Line,DSL,phone_and_internet
0599-XNYDO,Male,FALSE,0,No,Yes,2,1,TRUE,0,FALSE,FALSE,2,Bank transfer (automatic),$19.75,"$1,052.35",Yes,TRUE,53,2017-02-24,$19.86,2 Year,One Line,No Internet Service,phone_only
0601-WZHJF,Male,FALSE,0,Yes,Yes,3,2,TRUE,1,TRUE,TRUE,1,Credit card (automatic),$78.75,"$3,600.65",No,FALSE,45,2017-10-26,$80.01,1 Year,Two or More Lines,DSL,phone_and_internet
0602-DDUML,Male,FALSE,0,Yes,No,1,1,TRUE,0,FALSE,FALSE,2,Electronic check,$19.80,"$1,013.20",No,FALSE,51,2017-04-26,$19.87,2 Year,One Line,No Internet Service,phone_only
0603-OLQDC,Male,FALSE,0,Yes,No,1,1,TRUE,2,TRUE,TRUE,0,Mailed check,$89.00,"$1,820.45",Yes,TRUE,20,2019-11-25,$91.02,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0603-TPMIB,Female,TRUE,1,No,No,0,0,FALSE,1,TRUE,FALSE,0,Electronic check,$25.25,$25.25,Yes,TRUE,1,2021-06-25,$25.25,Month-to-Month,No Phone Service,DSL,internet_only
0604-THJFP,Female,TRUE,0,Yes,Yes,3,1,TRUE,0,FALSE,FALSE,2,Mailed check,$19.20,"$1,401.40",No,FALSE,72,2015-07-28,$19.46,2 Year,One Line,No Internet Service,phone_only
0607-DAAHE,Male,FALSE,1,Yes,No,1,0,FALSE,1,TRUE,FALSE,0,Electronic check,$25.05,$25.05,Yes,TRUE,1,2021-06-25,$25.05,Month-to-Month,No Phone Service,DSL,internet_only
0607-MVMGC,Female,TRUE,0,Yes,No,1,0,FALSE,1,TRUE,FALSE,2,Electronic check,$47.85,"$3,147.50",Yes,TRUE,65,2016-02-25,$48.42,2 Year,No Phone Service,DSL,internet_only
0608-JDVEC,Male,FALSE,0,No,Yes,2,2,TRUE,2,TRUE,TRUE,0,Credit card (automatic),$75.20,"$3,678.30",Yes,TRUE,48,2017-07-27,$76.63,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
